"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","IC"
"1","antiquewhite4",TRUE,0.00331461156798677,3,195,3,0.0153846153846154,1,"GO:0051684","GO:BP","maintenance of Golgi location",15979,16289,"c(""GO:0051645"", ""GO:0051657"")",NA
"2","antiquewhite4",TRUE,0.0339904731068808,1133,195,31,0.158974358974359,0.0273609885260371,"GO:1901565","GO:BP","organonitrogen compound catabolic process",15979,25008,"c(""GO:1901564"", ""GO:1901575"")",NA
"3","antiquewhite4",TRUE,1.12737715714706e-07,12994,196,183,0.933673469387755,0.0140834231183623,"GO:0005622","GO:CC","intracellular",16963,299,"GO:0005575",NA
"4","antiquewhite4",TRUE,2.06975875340409e-05,11093,196,162,0.826530612244898,0.0146038042008474,"GO:0043229","GO:CC","intracellular organelle",16963,2151,"c(""GO:0005622"", ""GO:0043226"")",NA
"5","antiquewhite4",TRUE,0.0081352428669191,12231,196,166,0.846938775510204,0.0135720709672145,"GO:0043226","GO:CC","organelle",16963,2148,"GO:0110165",NA
"6","antiquewhite4",TRUE,0.013054651473076,9937,196,142,0.724489795918367,0.0142900271711784,"GO:0005737","GO:CC","cytoplasm",16963,402,"c(""GO:0005622"", ""GO:0110165"")",NA
"7","antiquewhite4",TRUE,0.0152313482307208,9588,196,138,0.704081632653061,0.0143929912390488,"GO:0043231","GO:CC","intracellular membrane-bounded organelle",16963,2153,"c(""GO:0043227"", ""GO:0043229"")",NA
"8","antiquewhite4",TRUE,0.0368118798308546,11333,196,155,0.790816326530612,0.0136768728492014,"GO:0043227","GO:CC","membrane-bounded organelle",16963,2149,"GO:0043226",NA
"9","antiquewhite4",TRUE,0.0175568155665162,55,127,6,0.047244094488189,0.109090909090909,"REAC:R-HSA-1638091","REAC","Heparan sulfate/heparin (HS-GAG) metabolism",10588,1001,"REAC:R-HSA-1630316",NA
"10","black",TRUE,0.035335370963122,133,102,7,0.0686274509803922,0.0526315789473684,"GO:0032543","GO:BP","mitochondrial translation",15979,8900,"c(""GO:0006412"", ""GO:0140053"")",NA
"11","brown",TRUE,0.0267588997563646,11,82,3,0.0365853658536585,0.272727272727273,"REAC:R-HSA-629594","REAC","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors",10588,1006,"REAC:R-HSA-622327",NA
"12","brown",TRUE,0.0383190480427915,140,82,7,0.0853658536585366,0.05,"REAC:R-HSA-3781865","REAC","Diseases of glycosylation",10588,692,"REAC:R-HSA-5668914",NA
"13","brown2",TRUE,0.00142959358159891,5,112,3,0.0267857142857143,0.6,"GO:0043120","GO:MF","tumor necrosis factor binding",16268,6823,"GO:0019955",NA
"14","brown4",TRUE,0.00428771551972727,1291,195,33,0.169230769230769,0.0255615801704105,"GO:1902494","GO:CC","catalytic complex",16963,3994,"GO:0032991",NA
"15","brown4",TRUE,0.0498026776678448,2,195,2,0.0102564102564103,1,"GO:0005638","GO:CC","lamin filament",16963,313,"c(""GO:0005652"", ""GO:0005882"")",NA
"16","brown4",TRUE,0.026312745261305,139,97,8,0.0824742268041237,0.0575539568345324,"KEGG:04120","KEGG","Ubiquitin mediated proteolysis",7747,248,"KEGG:00000",NA
"17","coral1",TRUE,0.0232970801151547,18,48,3,0.0625,0.166666666666667,"REAC:R-HSA-1660514","REAC","Synthesis of PIPs at the Golgi membrane",10588,2098,"REAC:R-HSA-1483255",NA
"18","darkgreen",TRUE,0.0417761325612419,835,158,22,0.139240506329114,0.0263473053892216,"GO:0006396","GO:BP","RNA processing",15979,2421,"c(""GO:0010467"", ""GO:0016070"")",NA
"19","darkmagenta",TRUE,0.0184698364068675,87,29,4,0.137931034482759,0.0459770114942529,"KEGG:04260","KEGG","Cardiac muscle contraction",7747,273,"KEGG:00000",NA
"20","darkolivegreen4",TRUE,0.0498992570364016,2,180,2,0.0111111111111111,1,"GO:0004348","GO:MF","glucosylceramidase activity",16268,978,"GO:0004553",NA
"21","darkolivegreen4",TRUE,0.0498992570364016,2,180,2,0.0111111111111111,1,"GO:0050295","GO:MF","steryl-beta-glucosidase activity",16268,8771,"GO:0008422",NA
"22","darkorange",TRUE,0.00892572723147569,12994,261,226,0.865900383141762,0.0173926427581961,"GO:0005622","GO:CC","intracellular",16963,299,"GO:0005575",NA
"23","darkorange",TRUE,0.00947185039378541,12231,261,216,0.827586206896552,0.0176600441501104,"GO:0043226","GO:CC","organelle",16963,2148,"GO:0110165",NA
"24","darkorange2",TRUE,0.0127831852372202,5682,160,78,0.4875,0.013727560718057,"GO:0070013","GO:CC","intracellular organelle lumen",16963,2747,"c(""GO:0043229"", ""GO:0043233"")",NA
